"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FF","2025-03-06","96.8","-1.85","5.98","Cole, Gerrit",681508,543037,"single","hit_into_play",,,,,1,"Mickey Gasper singles on a sharp line drive to center fielder Trent Grisham. Edouard Julien scores. Brooks Lee to 3rd.","S","L","R","NYY","MIN","X",8,"line_drive",3,2,2025,"-0.65","1.57","-0.42","2.91",666397,,686797,1,2,"Top",116.4,98.84,,,,,5.315299970069949,-140.8931383417839,-6.269248411142942,-9.885988996448138,30.310445081262227,-9.992557982075027,"3.11","1.57",197,"104",10,"97.3",2285,"6.4",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.08",0.884,,"0.9",,1,0,4,12,8,"4-Seam Fastball",0,0,0,0,1,0,1,0,"Standard","Standard",209,"-0.091","0.481","68.4","5.8",1.103,"-0.481","104.0",0,0,0.425,0.575,34,29,35,30,1,0,,,,,"0.85","0.65","-0.65",,3.987864382231025,7.9397361087654685,24.627855303838917,42.96965639670654,22.737749443371317
"FF","2025-03-06","96.9","-1.87","5.96","Cole, Gerrit",681508,543037,,"foul",,,,,8,"Foul","S","L","R","NYY","MIN","S",,,3,2,2025,"-0.94","1.4","0.13","1.89",666397,,686797,1,2,"Top",,,,,,,7.483203331370101,-140.59765760512624,-8.48029345743948,-14.237620308456316,34.18833594342836,-11.761041884236505,"3.11","1.57",,,,"96.7",2360,"6.5",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.02",,,,,,,,12,7,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",208,"0","0","66.6","6.4",,"0",,0,0,0.425,0.575,34,29,35,30,1,0,,,,,"1.05","0.94","-0.94",,11.947538763660228,3.803303422570161,34.48140187654952,36.398773088856586,26.31553483583847
"FF","2025-03-06","97.5","-1.93","5.92","Cole, Gerrit",681508,543037,,"ball",,,,,13,"Ball","S","L","R","NYY","MIN","B",,,2,2,2025,"-0.98","1.42","-0.29","1.41",666397,,686797,1,2,"Top",,,,,,,6.683940907517644,-141.6102596369488,-9.88810922861838,-14.753983979810373,31.228040695380525,-10.924546348585656,"3.11","1.57",,,,"97.6",2378,"6.4",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.1",,,,,,,,12,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",210,"-0.012","0.053",,,,"-0.053",,0,0,0.437,0.563,34,29,35,30,1,0,,,,,"0.98","0.98","-0.98",,,,,,
"FF","2025-03-06","95.5","-1.76","6.04","Cole, Gerrit",681508,543037,,"ball",,,,,12,"Ball","S","L","R","NYY","MIN","B",,,1,2,2025,"-0.82","1.39","0.07","4.19",666397,,686797,1,2,"Top",,,,,,,6.6666959921467805,-138.93756925038463,-2.3664048110617375,-12.1912334376817,31.872464045747478,-13.809093236912714,"3.11","1.57",,,,"95.4",2289,"6.3",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.21",,,,,,,,12,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",206,"-0.011","0.033",,,,"-0.033",,0,0,0.448,0.552,34,29,35,30,1,0,,,,,"1.11","0.82","-0.82",,,,,,
"FF","2025-03-06","95.9","-1.84","6.03","Cole, Gerrit",681508,543037,,"foul",,,,,5,"Foul","S","L","R","NYY","MIN","S",,,1,2,2025,"-0.7","1.52","-0.03","2.59",666397,,686797,1,2,"Top",,,,,,,6.318872698007348,-139.46287634602575,-6.948151405925224,-10.424711321212914,28.255030518331402,-10.93334712265145,"3.11","1.57",270,"83.1",36,"95.8",2269,"6.1",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.44",,,,,,,,12,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",207,"0","0","68.1","5.6",,"0","88.0",0,0,0.448,0.552,34,29,35,30,1,0,,,,,"0.94","0.7","-0.7",,-4.078269555302216,11.710597854728917,30.46476132813806,38.98931689449181,19.603308844551737
"FF","2025-03-06","96.4","-1.92","5.96","Cole, Gerrit",681508,543037,,"swinging_strike",,,,,11,"Swinging Strike","S","L","R","NYY","MIN","S",,,1,1,2025,"-0.77","1.54","-0.67","3.79",666397,,686797,1,2,"Top",,,,,,,5.049087231871775,-140.3155619270952,-3.6854949373096213,-11.27734525425884,32.11417962517545,-11.229385295482489,"3.11","1.57",,,,"96",2343,"6.1",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.43",,,,,,,,12,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",210,"0.015","-0.058","61.8","4.8",,"0.058",,0,0,0.433,0.567,34,29,35,30,1,0,,,,,"0.92","0.77","-0.77",,-5.00610676189332,32.39562652115999,23.26053214036308,47.13701679436258,8.304418432481013
"FC","2025-03-06","90.6","-2","6.21","Cole, Gerrit",681508,543037,,"ball",,,,,11,"Ball","S","L","R","NYY","MIN","B",,,0,1,2025,"0.49","0.96","-0.4","3.8",666397,,686797,1,2,"Top",,,,,,,2.9439307162457484,-132.09380029363575,-2.242154900261503,5.274122577051196,23.940183141049477,-20.568609471886703,"3.11","1.57",,,,"91",2456,"6.1",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.43",,,,,,,,12,2,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",181,"-0.008","0.012",,,,"-0.012",,0,0,0.441,0.5589999999999999,34,29,35,30,1,0,,,,,"1.77","-0.49","0.49",,,,,,
"FF","2025-03-06","95.6","-1.92","6.05","Cole, Gerrit",681508,543037,,"foul",,,,,3,"Foul","S","L","R","NYY","MIN","S",,,0,0,2025,"-0.65","1.61","0.28","3.15",666397,,686797,1,2,"Top",,,,,,,7.235313200602622,-138.94824091434992,-5.632785361305274,-9.986635011824326,31.112195594268343,-10.24354446489435,"3.11","1.57",221,"76.6",33,"95.3",2433,"6.2",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.3",,,,,,,,12,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",210,"0.011","-0.041","60.6","4.7",,"0.041","88.0",0,0,0.43,0.5700000000000001,34,29,35,30,1,0,,,,,"0.89","0.65","-0.65",,-11.43629835044057,24.148744460034774,31.451562925008908,35.461178435720214,14.788712528294182
"FF","2025-03-06","95.4","-1.82","6.05","Cole, Gerrit",686797,543037,"single","hit_into_play",,,,,5,"Brooks Lee singles on a sharp line drive to right fielder Cody Bellinger. Edouard Julien to 3rd.","S","L","R","NYY","MIN","X",9,"line_drive",2,0,2025,"-0.75","1.52","0.03","2.37",,666397,,1,2,"Top",193.73,81.93,,,,,6.554085216933531,-138.67834529024785,-7.5099364169219385,-11.142993521453818,29.00472589872153,-11.018729712800102,"3.25","1.64",334,"107",18,"95.7",2335,"6.4",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.15",0.4430666666666667,,"0.9",,1,0,6,11,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",201,"-0.043","0.465","71.8","7.0",1.2481999999999998,"-0.465","107.0",0,0,0.473,0.527,34,24,35,24,1,0,,,,,"0.97","0.75","-0.75",,6.80508356606757,-2.929010528127897,32.8430290920382,38.34756830411828,28.691151742634073
"CH","2025-03-06","86.6","-1.76","6","Cole, Gerrit",686797,543037,,"ball",,,,,13,"Ball","S","L","R","NYY","MIN","B",,,1,0,2025,"-1.42","0.77","-0.44","1.45",,666397,,1,2,"Top",,,,,,,6.036155177863536,-125.99290299947563,-6.318207316516475,-16.316460206742786,21.967052295076726,-22.94810128914469,"3.25","1.64",,,,"87.3",1819,"6.4",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.1",,,,,,,,11,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",223,"-0.005","0.046",,,,"-0.046",,0,0,0.478,0.522,34,24,35,24,1,0,,,,,"2.24","1.42","-1.42",,,,,,
"KC","2025-03-06","81.9","-2","6.15","Cole, Gerrit",686797,543037,,"ball",,,,,14,"Ball","S","L","R","NYY","MIN","B",,,0,0,2025,"0.68","-1.21","0.17","1.36",,666397,,1,2,"Top",,,,,,,3.5849113492575575,-119.28075227704528,-1.9122098425542706,5.810322702852648,23.460229332866593,-43.5726595568618,"3.25","1.64",,,,"81.6",2775,"6.1",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.38",,,,,,,,11,1,"Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard",28,"-0.002","0.028",,,,"-0.028",,0,0,0.48,0.52,34,24,35,24,1,0,,,,,"4.61","-0.68","0.68",,,,,,
"FF","2025-03-06","94.1","-1.86","6.1","Cole, Gerrit",666397,543037,"force_out","hit_into_play",,,,,4,"Edouard Julien grounds into a force out, third baseman Oswaldo Cabrera to shortstop Anthony Volpe. Trevor Larnach out at 2nd. Edouard Julien advances to 2nd, on a throwing error by shortstop Anthony Volpe.","S","L","R","NYY","MIN","X",5,"ground_ball",0,0,2025,"-0.9","1.59","-0.54","2.38",,,663616,0,2,"Top",118.34,158.97,,,,,5.414383031544245,-136.7957827539544,-7.438640513662285,-12.468169506651138,31.533024149428087,-10.763860988574264,"3.23","1.63",6,"84",-19,"93.9",2253,"6.3",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.18",0.068,,"0",,0,0,2,10,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",209,"0.018","-0.336","70.0","6.3",0.077,"0.336","88.0",0,0,0.462,0.538,34,26,35,26,1,0,,,,,"1","0.9","-0.9",,-2.8219728119738035,23.122055150641998,40.07348474961248,41.79866631604743,13.14698267983352
"FF","2025-03-06","92.5","-1.73","6.24","Cole, Gerrit",663616,543037,"single","hit_into_play",,,,,8,"Trevor Larnach singles on a ground ball to right fielder Cody Bellinger.","S","L","R","NYY","MIN","X",9,"ground_ball",0,0,2025,"-0.59","1.36","0.02","2",,,,0,2,"Top",166.94,122.52,,,,,5.735464898358558,-134.48182683354904,-7.942566341811602,-8.372087112148686,29.22478481594375,-14.143243044063226,"3.35","1.69",27,"111.9",-3,"92.2",2293,"6.2",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.34",0.476,,"0.9",,1,0,4,9,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",202,"-0.038","0.438","78.5","7.5",0.514,"-0.438","111.9",0,0,0.5,0.5,34,28,35,28,1,0,,,,,"1.31","0.59","-0.59",,5.70056552415652,-9.883640781771676,44.14023650644248,34.542958709679105,29.594015206317415
"FF","2025-03-06","94.8","-1.89","6.02","Cole, Gerrit",669304,543037,"field_out","hit_into_play",,,,,1,"Jose Miranda lines out to right fielder Cody Bellinger.","S","R","R","NYY","MIN","X",9,"line_drive",1,1,2025,"-0.55","1.55","-0.47","2.91",,,,2,1,"Top",171.77,83.55,,,,,4.912689952000582,-137.90939541979105,-5.918894676936739,-8.040238372561227,30.160340978224557,-11.201749184592783,"3.26","1.64",309,"90.9",23,"94.4",2327,"6.1",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.44",0.162,,"0",,0,0,3,3,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",207,"0.01","-0.244","67.0","6.8",0.306,"0.244","90.9",0,0,0.538,0.46199999999999997,34,27,35,27,1,0,,,,,"0.98","0.55","0.55",,2.0248467762317293,2.693203522981216,25.15638203760773,32.29469388968842,28.35192310116196
"KC","2025-03-06","80.2","-1.84","6.11","Cole, Gerrit",669304,543037,,"ball",,,,,14,"Ball","S","R","R","NYY","MIN","B",,,0,1,2025,"0.51","-1.51","0.06","0.27",,,,2,1,"Top",,,,,,,3.2354356926417114,-116.64908550531582,-3.2403464516570812,3.890822845149003,25.35158341639304,-45.32811030711812,"3.26","1.64",,,,"79.4",2880,"6.1",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.41",,,,,,,,3,2,"Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard",33,"-0.002","0.027",,,,"-0.027",,0,0,0.54,0.45999999999999996,34,27,35,27,1,0,,,,,"5.1","-0.51","-0.51",,,,,,
"FC","2025-03-06","89.8","-1.99","6.04","Cole, Gerrit",669304,543037,,"called_strike",,,,,9,"Called Strike","S","R","R","NYY","MIN","S",,,0,0,2025,"0.38","0.66","0.35","1.66",,,,2,1,"Top",,,,,,,5.002404778595142,-130.72315121623666,-6.333374544157871,3.3718632035823846,25.072045819813585,-23.460192630487185,"3.26","1.64",,,,"90",2494,"6.2",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.33",,,,,,,,3,1,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",179,"0.002","-0.043",,,,"0.043",,0,0,0.538,0.46199999999999997,34,27,35,27,1,0,,,,,"2.14","-0.38","-0.38",,,,,,
"SI","2025-03-06","95.2","-1.89","6.1","Cole, Gerrit",680777,543037,"field_out","hit_into_play",,,,,4,"Ryan Jeffers grounds out, third baseman Oswaldo Cabrera to first baseman Paul Goldschmidt.","S","R","R","NYY","MIN","X",5,"ground_ball",0,1,2025,"-1.21","1.06","-0.74","2.44",,,,1,1,"Top",111.76,179.73,,,,,5.675456326464815,-138.45296350548506,-6.313070120222125,-16.783483999246634,30.310797909163234,-17.320987631188224,"3.32","1.68",2,"66.1",-49,"94.7",2153,"6",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.49",0.208,,"0",,0,0,2,2,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",209,"0.014","-0.215","70.2","6.7",0.208,"0.215","88.0",0,0,0.524,0.476,34,28,35,28,1,0,,,,,"1.45","1.21","1.21",,0.5568010940427569,12.407898410223964,38.939765421933636,27.244400493756046,16.008019684504518
"FF","2025-03-06","95","-1.94","6","Cole, Gerrit",680777,543037,,"called_strike",,,,,5,"Called Strike","S","R","R","NYY","MIN","S",,,0,0,2025,"-0.89","1.32","0.14","2.64",,,,1,1,"Top",,,,,,,7.420766366009,-138.16757183270622,-6.129441001367331,-13.025828993315455,29.69754624676682,-14.021760198603703,"3.32","1.68",,,,"95",2295,"6.2",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.28",,,,,,,,2,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",208,"0.002","-0.039",,,,"0.039",,0,0,0.522,0.478,34,28,35,28,1,0,,,,,"1.2","0.89","0.89",,,,,,
"CH","2025-03-06","88.2","-2","5.96","Cole, Gerrit",670242,543037,"strikeout","foul_tip",,,,,7,"Matt Wallner strikes out on a foul tip.","S","L","R","NYY","MIN","S",2,,1,2,2025,"-1.33","0.88","-0.47","2.23",,,,0,1,"Top",,,,,,,6.466439828823714,-128.32350534143,-4.816465253143722,-16.03406434397749,25.176956676227032,-21.673910033251,"3.41","1.72",,,,"88.4",1854,"6.3",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.22",,,"0",,0,0,,1,4,"Changeup",0,0,0,0,0,0,0,0,"Infield shade","Standard",226,"0.016","-0.189","78.8","7.2",,"0.189",,0,0,0.506,0.494,34,27,35,28,1,0,,,,,"2.04","1.33","-1.33",,10.143148330124436,-0.48939623432046436,34.40873614896516,40.25220982259671,35.31879758718288
"FF","2025-03-06","96","-1.97","6.04","Cole, Gerrit",670242,543037,,"called_strike",,,,,6,"Called Strike","S","L","R","NYY","MIN","S",,,1,1,2025,"-0.78","1.58","0.49","2.34",,,,0,1,"Top",,,,,,,8.236578995970959,-139.35942148804847,-7.697371927714431,-12.053725335442124,32.15585779275025,-10.047051356811567,"3.41","1.72",,,,"95.4",2371,"6.2",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.35",,,,,,,,1,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",207,"0.005","-0.061",,,,"0.061",,0,0,0.501,0.499,34,27,35,28,1,0,,,,,"0.91","0.78","-0.78",,,,,,
"FF","2025-03-06","95.1","-1.84","6.03","Cole, Gerrit",670242,543037,,"foul",,,,,4,"Foul","S","L","R","NYY","MIN","S",,,1,0,2025,"-0.52","1.76","-0.37","2.64",,,,0,1,"Top",,,,,,,5.030910762924939,-138.31208165529145,-7.190799516972201,-7.833163076870649,31.86086325998649,-8.188642559999384,"3.41","1.72",253,"76.1",39,"95.2",2293,"6.5",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.03",,,,,,,,1,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",209,"0.005","-0.05","76.8","7.4",,"0.05","88.0",0,0,0.496,0.504,34,27,35,28,1,0,,,,,"0.77","0.52","-0.52",,10.162062733856727,-5.805360090343356,35.942687889974096,40.005444069013585,34.46183026863473
"FF","2025-03-06","94.1","-1.89","6.17","Cole, Gerrit",670242,543037,,"ball",,,,,11,"Ball","S","L","R","NYY","MIN","B",,,0,0,2025,"-0.65","1.47","-0.66","3.88",,,,0,1,"Top",,,,,,,4.630086469812202,-137.03038428170322,-3.5135827891797238,-9.23061218890034,29.149122431658952,-13.011800396321911,"3.41","1.72",,,,"94.1",2339,"6.2",779046,669224,502671,665862,665828,683011,691176,663757,641355,"54.33",,,,,,,,1,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",203,"-0.004","0.041",,,,"-0.041",,0,0,0.5,0.5,34,27,35,28,1,0,,,,,"1.09","0.65","-0.65",,,,,,
"SI","2025-02-28","94.2","-1.94","5.95","Cole, Gerrit",682619,543037,"strikeout","swinging_strike",,,,,6,"Orelvis Martinez strikes out swinging.","S","R","R","NYY","TOR","S",2,,2,2,2025,"-0.99","1.56","0.67","2.13",,,,0,4,"Top",,,,,,,8.950185473863437,-136.7772875713512,-7.656014121597778,-14.386260029595983,30.417557877940965,-11.02227401786544,"3.17","1.6",,,,"94",2244,"6.3",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.17",,,"0",,0,0,,27,5,"Sinker",2,1,1,2,1,2,1,2,"Standard","Standard",204,"0.026","-0.232","70.6","6.2",,"0.232",,1,-1,0.626,0.374,34,23,35,24,2,1,,,,,"1.02","0.99","0.99",,-20.491846596629337,27.887855089824296,42.71045189766714,41.17104323980479,4.597138159027438
"SI","2025-02-28","94.9","-1.97","6.04","Cole, Gerrit",682619,543037,,"swinging_strike",,,,,5,"Swinging Strike","S","R","R","NYY","TOR","S",,,2,1,2025,"-0.89","1.56","0.13","2.42",,,,0,4,"Top",,,,,,,7.4798824581638685,-137.85661432105812,-7.213322370697583,-13.155609606500908,33.726922394043065,-10.86742730158903,"3.17","1.6",,,,"94.3",2424,"6.3",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.24",,,,,,,,27,4,"Sinker",2,1,1,2,1,2,1,2,"Standard","Standard",208,"0.008","-0.073","76.6","7.5",,"0.073",,1,-1,0.618,0.382,34,23,35,24,2,1,,,,,"1","0.89","0.89",,5.053686631208708,6.830791692469434,44.34900345662719,35.8111469246481,20.19138983018717
"SI","2025-02-28","92.6","-1.95","6.04","Cole, Gerrit",682619,543037,,"ball",,,,,14,"Ball","S","R","R","NYY","TOR","B",,,1,1,2025,"-1.06","1.43","1.11","2.19",,,,0,4,"Top",,,,,,,10.049277548824556,-134.36081172960553,-7.088612041700161,-14.992612971922417,29.0450118343929,-13.466199089641764,"3.17","1.6",,,,"92.1",2212,"6.1",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.35",,,,,,,,27,3,"Sinker",2,1,1,2,1,2,1,2,"Standard","Standard",206,"-0.006","0.055",,,,"-0.055",,1,-1,0.624,0.376,34,23,35,24,2,1,,,,,"1.25","1.06","1.06",,,,,,
"FF","2025-02-28","91.7","-1.93","6.05","Cole, Gerrit",682619,543037,,"ball",,,,,14,"Ball","S","R","R","NYY","TOR","B",,,0,1,2025,"-0.76","1.59","0.07","1.31",,,,0,4,"Top",,,,,,,6.666803586970119,-133.06190850265003,-9.444507634455702,-10.56570969612487,30.973485495704484,-11.351880542035536,"3.17","1.6",,,,"90.9",2353,"6.1",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.35",,,,,,,,27,2,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard",208,"-0.003","0.031",,,,"-0.031",,1,-1,0.627,0.373,34,23,35,24,2,1,,,,,"1.15","0.76","0.76",,,,,,
"KC","2025-02-28","76.9","-2","6.18","Cole, Gerrit",682619,543037,,"foul",,,,,9,"Foul","S","R","R","NYY","TOR","S",,,0,0,2025,"0.48","-1.38","0.48","1.91",,,,0,4,"Top",,,,,,,4.355266301282307,-111.88429232093071,0.4670968506304791,3.2071866045517305,21.45431572303962,-43.99306856177069,"3.17","1.6",4,"63.9",-30,"76.5",2525,"6.2",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.35",,,,,,,,27,1,"Knuckle Curve",2,1,1,2,1,2,1,2,"Standard","Standard",32,"0.004","-0.039","77.3","8.6",,"0.039","88.0",1,-1,0.623,0.377,34,23,35,24,2,1,,,,,"5.25","-0.48","-0.48",,23.22256197933255,-15.896927964789004,36.350133697672725,40.32945390138199,45.484422764097744
"CH","2025-02-28","87.6","-2.06","5.87","Cole, Gerrit",680718,543037,"strikeout","swinging_strike",,,,,8,"Addison Barger strikes out swinging.","S","L","R","NYY","TOR","S",2,,2,2,2025,"-1.6","0.64","-0.03","1.79",,695238,,2,3,"Top",,,,,,,8.21928969785076,-127.3007715737943,-5.063481329596017,-19.114199601578022,25.695353213376837,-24.32222258295004,"3.19","1.61",,,,"87.7",1792,"6.4",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.1",,,"0",,0,0,,22,7,"Changeup",2,1,1,2,1,2,1,2,"Standard","Standard",224,"0.034","-0.22","76.9","8.8",,"0.22",,1,-1,0.635,0.365,34,25,35,26,2,1,,,,,"2.33","1.6","-1.6",,24.493717985870166,-34.289737366577846,33.433478612897694,33.829332354040815,52.29526684939259
"SI","2025-02-28","95.2","-1.95","6.03","Cole, Gerrit",680718,543037,,"ball",,,,,12,"Ball","S","L","R","NYY","TOR","B",,,1,2,2025,"-1.05","1.22","1.62","3.06",,695238,,2,3,"Top",,,,,,,11.679451525874846,-138.02078275579365,-4.82468442976798,-16.089828611834545,31.471165630653374,-15.64951507832521,"3.19","1.61",,,,"94.7",2170,"6.2",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.27",,,,,,,,22,6,"Sinker",2,1,1,2,1,2,1,2,"Standard","Standard",212,"-0.006","0.012",,,,"-0.012",,1,-1,0.641,0.359,34,25,35,26,2,1,,,,,"1.32","1.05","-1.05",,,,,,
"FF","2025-02-28","96.1","-2.25","5.95","Cole, Gerrit",680718,543037,,"foul",,,,,5,"Foul","S","L","R","NYY","TOR","S",,,1,2,2025,"-0.74","1.55","-0.07","2.63",,695238,,2,3,"Top",,,,,,,7.422262214493636,-139.67713373232706,-6.716318573532518,-11.328248286364133,31.163495634067026,-10.53262577538109,"3.19","1.61",1,"50.5",-73,"95.8",2345,"6.2",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.32",,,,,,,,22,5,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Infield shade","Standard",215,"0","0","62.7","5.5",,"0","88.0",1,-1,0.641,0.359,34,25,35,26,2,1,,,,,"0.92","0.74","-0.74",,-10.98111199590149,50.99219408519632,31.425968351983872,32.261454823056056,5.067395175489321
"FC","2025-02-28","90.1","-2.2","6.02","Cole, Gerrit",680718,543037,,"foul",,,,,6,"Foul","S","L","R","NYY","TOR","S",,,1,2,2025,"0.39","0.59","0.64","2.38",,695238,,2,3,"Top",,,,,,,6.205528095682368,-131.1058324784891,-4.360687477817566,3.2567325531840448,26.420051945068778,-24.621475465923236,"3.19","1.61",126,"52.4",36,"90",2522,"6.1",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.36",,,,,,,,22,4,"Cutter",2,1,1,2,1,2,1,2,"Infield shade","Standard",166,"0","0","72.6","6.3",,"0","88.0",1,-1,0.641,0.359,34,25,35,26,2,1,,,,,"2.2","-0.39","0.39",,-13.61640223574931,15.7309776584609,39.80486310577653,23.8792574847635,15.98355822487295
"SI","2025-02-28","95","-2.16","6.05","Cole, Gerrit",680718,543037,,"called_strike",,,,,2,"Called Strike","S","L","R","NYY","TOR","S",,,1,1,2025,"-1.01","1.49","-0.17","2.92",,695238,,2,3,"Top",,,,,,,7.4413219849705845,-138.0138289548881,-5.819181475448789,-14.610134517803292,33.702277415295896,-12.055543096976216,"3.19","1.61",,,,"94.4",2406,"6.2",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.28",,,,,,,,22,3,"Sinker",2,1,1,2,1,2,1,2,"Infield shade","Standard",210,"0.008","-0.056",,,,"0.056",,1,-1,0.633,0.367,34,25,35,26,2,1,,,,,"1.07","1.01","-1.01",,,,,,
"CH","2025-02-28","86.3","-2.12","5.99","Cole, Gerrit",680718,543037,,"called_strike",,,,,5,"Called Strike","S","L","R","NYY","TOR","S",,,1,0,2025,"-1.5","0.73","-0.21","2.17",,695238,,2,3,"Top",,,,,,,7.579085626135622,-125.34737371529435,-4.290237484410864,-17.394094577757077,26.163771451705138,-23.784869373555736,"3.19","1.61",,,,"86",1831,"6.3",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.2",,,,,,,,22,2,"Changeup",2,1,1,2,1,2,1,2,"Infield shade","Standard",218,"0.003","-0.044",,,,"0.044",,1,-1,0.63,0.37,34,25,35,26,2,1,,,,,"2.35","1.5","-1.5",,,,,,
"KC","2025-02-28","81.4","-2.07","6.03","Cole, Gerrit",680718,543037,,"ball",,,,,14,"Ball","S","L","R","NYY","TOR","B",,,0,0,2025,"0.45","-1.37","0.41","0.92",,695238,,2,3,"Top",,,,,,,4.684857509241072,-118.49856330586975,-2.224601854358302,3.359965509925983,23.109697559118377,-44.816655324651514,"3.19","1.61",,,,"81.2",2723,"6.2",779052,669224,502671,623205,665828,672724,622569,682987,641355,"54.34",,,,,,,,22,1,"Knuckle Curve",2,1,1,2,1,2,1,2,"Infield shade","Standard",38,"-0.001","0.019",,,,"-0.019",,1,-1,0.631,0.369,34,25,35,26,2,1,,,,,"4.81","-0.45","0.45",,,,,,
